name,url,System ID
station_status,https://gbfs.bcycle.com/bcycle_rapidcity/station_status.json,bcycle_rapidcity
system_pricing_plans,https://gbfs.bcycle.com/bcycle_rapidcity/system_pricing_plans.json,bcycle_rapidcity
system_regions,https://gbfs.bcycle.com/bcycle_rapidcity/system_regions.json,bcycle_rapidcity
system_information,http://reddybikeshare.socialbicycles.com/opendata/system_information.json,reddy_bikeshare
station_information,http://reddybikeshare.socialbicycles.com/opendata/station_information.json,reddy_bikeshare
station_status,http://reddybikeshare.socialbicycles.com/opendata/station_status.json,reddy_bikeshare
free_bike_status,http://reddybikeshare.socialbicycles.com/opendata/free_bike_status.json,reddy_bikeshare
system_hours,http://reddybikeshare.socialbicycles.com/opendata/system_hours.json,reddy_bikeshare
system_calendar,http://reddybikeshare.socialbicycles.com/opendata/system_calendar.json,reddy_bikeshare
system_regions,http://reddybikeshare.socialbicycles.com/opendata/system_regions.json,reddy_bikeshare
system_pricing_plans,http://reddybikeshare.socialbicycles.com/opendata/system_pricing_plans.json,reddy_bikeshare
system_alerts,http://reddybikeshare.socialbicycles.com/opendata/system_alerts.json,reddy_bikeshare
system_information,http://relaybikeshare.socialbicycles.com/opendata/system_information.json,relay_bike_share
station_information,http://relaybikeshare.socialbicycles.com/opendata/station_information.json,relay_bike_share
station_status,http://relaybikeshare.socialbicycles.com/opendata/station_status.json,relay_bike_share
free_bike_status,http://relaybikeshare.socialbicycles.com/opendata/free_bike_status.json,relay_bike_share
system_hours,http://relaybikeshare.socialbicycles.com/opendata/system_hours.json,relay_bike_share
system_calendar,http://relaybikeshare.socialbicycles.com/opendata/system_calendar.json,relay_bike_share
system_regions,http://relaybikeshare.socialbicycles.com/opendata/system_regions.json,relay_bike_share
system_pricing_plans,http://relaybikeshare.socialbicycles.com/opendata/system_pricing_plans.json,relay_bike_share
system_alerts,http://relaybikeshare.socialbicycles.com/opendata/system_alerts.json,relay_bike_share
system_information,https://gbfs.bcycle.com/bcycle_sanantonio/system_information.json,bcycle_sanantonio
station_information,https://gbfs.bcycle.com/bcycle_sanantonio/station_information.json,bcycle_sanantonio
station_status,https://gbfs.bcycle.com/bcycle_sanantonio/station_status.json,bcycle_sanantonio
system_pricing_plans,https://gbfs.bcycle.com/bcycle_sanantonio/system_pricing_plans.json,bcycle_sanantonio
system_regions,https://gbfs.bcycle.com/bcycle_sanantonio/system_regions.json,bcycle_sanantonio
system_information,https://gbfs.bcycle.com/bcycle_catbike/system_information.json,bcycle_catbike
station_information,https://gbfs.bcycle.com/bcycle_catbike/station_information.json,bcycle_catbike
station_status,https://gbfs.bcycle.com/bcycle_catbike/station_status.json,bcycle_catbike
system_pricing_plans,https://gbfs.bcycle.com/bcycle_catbike/system_pricing_plans.json,bcycle_catbike
system_regions,https://gbfs.bcycle.com/bcycle_catbike/system_regions.json,bcycle_catbike
system_information,http://sobilongbeach.com/opendata/system_information.json,sobi_long_beach
station_information,http://sobilongbeach.com/opendata/station_information.json,sobi_long_beach
station_status,http://sobilongbeach.com/opendata/station_status.json,sobi_long_beach
free_bike_status,http://sobilongbeach.com/opendata/free_bike_status.json,sobi_long_beach
system_hours,http://sobilongbeach.com/opendata/system_hours.json,sobi_long_beach
system_calendar,http://sobilongbeach.com/opendata/system_calendar.json,sobi_long_beach
system_regions,http://sobilongbeach.com/opendata/system_regions.json,sobi_long_beach
system_pricing_plans,http://sobilongbeach.com/opendata/system_pricing_plans.json,sobi_long_beach
system_alerts,http://sobilongbeach.com/opendata/system_alerts.json,sobi_long_beach
system_information,https://gbfs.bcycle.com/bcycle_spartanburg/system_information.json,bcycle_spartanburg
station_information,https://gbfs.bcycle.com/bcycle_spartanburg/station_information.json,bcycle_spartanburg
station_status,https://gbfs.bcycle.com/bcycle_spartanburg/station_status.json,bcycle_spartanburg
system_pricing_plans,https://gbfs.bcycle.com/bcycle_spartanburg/system_pricing_plans.json,bcycle_spartanburg
system_regions,https://gbfs.bcycle.com/bcycle_spartanburg/system_regions.json,bcycle_spartanburg
system_information,http://topekametrobikes.org/opendata/system_information.json,topeka_metro_bikes
station_information,http://topekametrobikes.org/opendata/station_information.json,topeka_metro_bikes
station_status,http://topekametrobikes.org/opendata/station_status.json,topeka_metro_bikes
free_bike_status,http://topekametrobikes.org/opendata/free_bike_status.json,topeka_metro_bikes
system_hours,http://topekametrobikes.org/opendata/system_hours.json,topeka_metro_bikes
system_calendar,http://topekametrobikes.org/opendata/system_calendar.json,topeka_metro_bikes
system_regions,http://topekametrobikes.org/opendata/system_regions.json,topeka_metro_bikes
system_pricing_plans,http://topekametrobikes.org/opendata/system_pricing_plans.json,topeka_metro_bikes
system_alerts,http://topekametrobikes.org/opendata/system_alerts.json,topeka_metro_bikes
system_information,http://ubike.virginia.edu/opendata/system_information.json,university_of_virginia
station_information,http://ubike.virginia.edu/opendata/station_information.json,university_of_virginia
station_status,http://ubike.virginia.edu/opendata/station_status.json,university_of_virginia
free_bike_status,http://ubike.virginia.edu/opendata/free_bike_status.json,university_of_virginia
system_hours,http://ubike.virginia.edu/opendata/system_hours.json,university_of_virginia
system_calendar,http://ubike.virginia.edu/opendata/system_calendar.json,university_of_virginia
system_regions,http://ubike.virginia.edu/opendata/system_regions.json,university_of_virginia
system_pricing_plans,http://ubike.virginia.edu/opendata/system_pricing_plans.json,university_of_virginia
system_alerts,http://ubike.virginia.edu/opendata/system_alerts.json,university_of_virginia
